volume,page,chapter_no,chapter_name,section_no,section_name,tone,letter,description
1,,2,支,16,麋,1,麛,鹿子又凡獸子初生皆曰麛韓愈猛虎行子食赤豹麛又齊韻
1,,2,支,16,麋,1,糜,粥也又爛也孟子糜爛其民賈山傳無不糜滅廣韻作[]又作靡從麻從米舊從木誤
1,,2,支,16,麋,1,𪎭,穄粟
1,,2,支,16,麋,1,醾,酴醾重釀酒廣韻作醿
1,,2,支,16,麋,1,縻,系也又牛靷曰縻亦作靡
1,,2,支,16,麋,1,靡,同上傅說胥靡荀子注刑徒之人以鐵鏁相連繫也易吾與爾靡之漢書羈靡不絶又散也漢文帝詔為酒醪以靡谷者多賈誼曰靡之者甚多注靡散也又爛也莊子子胥靡王溫舒傳靡獄中注靡碎也方言靡滅也又薺霽韻
1,20b,2,支,16,麋,1,劘,分也亦作𪎕又歌韻
1,,2,支,16,麋,1,𪎕,同上又散也
1,,2,支,16,麋,1,蘼,草名月令作靡
1,,2,支,16,麋,1,𦗕,乗輿金飾馬耳又薺韻
1,,2,支,16,麋,1,蘪,蘪蕪蘄芷也根曰芎防苖曰蘪蕪古詩上山採蘪蕪又荼蘪花
1,,2,支,16,麋,1,𢇲,𢇲穰地名
1,,2,支,17,夷,1,夷,延知切傷也等也滅也平也易也芟也東夷朝鮮箕子所封之地今之高麗是也說文南蠻從蟲北狄從犬西羌從羊唯東夷从大从弓俗仁而夀有君子不死之國亦作焉又鴟夷酒榼揚雄酒箴防夷滑稽腹如大壺吳王夫差取馬革為防夷受子胥沈之江範蠡自號鴟夷子禮記在醜夷不爭鄭康成曰醜衆也夷猶等也四皓曰陛下之等夷是也又馮夷河伯馮音憑
1,,2,支,17,夷,1,焉,周官司寇行夫焉使則介之又先韻
1,,2,支,17,夷,1,尼,古夷字本作[]漢書蓺文志公孫尼子七十子弟子也假借作[]禮記緇衣篇公孫[]子作又女夷切仲尼又質韻
1,,2,支,17,夷,1,𡰱,同上玉篇古作𡰥
1,,2,支,17,夷,1,𡰥,漢高紀司馬𡰥將兵定楚地又陽𡰥地名又古仁字
1,,2,支,17,夷,1,峓,嵎峓東表之地廣韻嵎峓山名書作嵎夷舊本作銕誤銕古鐵字
1,21a,2,支,17,夷,1,夤,恭也又維也淮南子九州之外有八夤八夤之外有八紘說文夤賔也又縁連也又腰絡易列其夤王弼雲夾脊肉又真韻
1,,2,支,17,夷,1,胰,廣韻夾脊肉
1,,2,支,17,夷,1,寅,孟陬之辰漢志引達於寅爾雅太嵗在寅曰攝提格又恭也又眞韻
1,,2,支,17,夷,1,䧅,隇䧅險阻
1,,2,支,17,夷,1,𢓡,說文行平易也亦作夷詩岐有夷之行
1,,2,支,17,夷,1,跠,蹲踞亦作夷原壤夷俟
1,,2,支,17,夷,1,恞,恱也亦作夷詩我心則夷
1,,2,支,17,夷,1,洟,鼻液
1,,2,支,17,夷,1,彝,常也書彝倫攸敘又器也書宗彝說文宗廟常器周禮注郁鬯曰彝彝法也言為尊之法詩秉彝孟子作秉夷俗作彜非
1,,2,支,17,夷,1,姨,爾雅妻之姊妹同出為姨郭璞曰同出謂已嫁詩邢侯之姨左傳息嬀過蔡蔡侯曰吾姨也
1,,2,支,17,夷,1,痍,創痍
1,,2,支,17,夷,1,侇,儕也等也經典通作夷
1,,2,支,17,夷,1,荑,芟刈周禮稻人以水殄草而芟荑之又莁荑藥名亦作夷左傳芟夷蘊崇之又齊韻
1,,2,支,17,夷,1,桋,木名詩隰有杞桋又齊韻
1,,2,支,17,夷,1,遺,失也亡也加也余也陳跡也又夷佳切又隊韻
1,,2,支,17,夷,1,宜,適理又肴也又祭名說文作宐廣韻俗作冝爾雅詩書禮記皆用冝字蓋傳寫之訛因仍至今不敢改也
1,21b,2,支,17,夷,1,儀,容也義也正也法也周禮六儀謂祭祀賔客朝廷喪紀軍旅車馬之容左傳有儀可象謂之儀又匹也說文度也詩我儀圗之方言儀來也淮潁之間曰儀書鳳凰來儀
1,,2,支,17,夷,1,義,鄒陽傳裦義父之後應劭曰言春秋裦邾儀父也師古曰義讀曰儀又寘韻
1,,2,支,17,夷,1,轙,車衡載轡者又紙韻
1,,2,支,17,夷,1,㕒,厜㕒山[巉]巗貌
1,,2,支,17,夷,1,涯,水際亦作厓又皆麻韻
1,,2,支,17,夷,1,崖,岸也又岩崖又皆麻韻
1,,2,支,17,夷,1,鸃,鵔鸃鷩鳥也似山雞而小漢侍中冠之周禮有鷩冕
1,,2,支,17,夷,1,檥,說文榦也史記烏江亭長檥舟待項羽應劭曰檥正也有兩音漢書注整船向岸曰檥又紙韻
1,,2,支,17,夷,1,議,謀議詩或出入風議陸徳眀曰協句音宜又寘韻
1,,2,支,17,夷,1,疑,不定也恐也惑也嫌也似也又庚質陌韻
1,,2,支,17,夷,1,儗,荀子舉統類而應之無所儗防注儗讀為疑又紙寘韻
1,,2,支,17,夷,1,嶷,九嶷山名亦作疑相如賦過虞舜於九疑又陌韻
1,,2,支,17,夷,1,觺,觺觺角貌又陌韻
1,,2,支,17,夷,1,移,易也徙也亦作迻施又遺也延也說文禾相倚也漢書注文書移書曰文移
1,22a,2,支,17,夷,1,施,史記衛綰傳劒人之所施易如淳曰施讀曰移師古音以豉切延也荀子充虗之相施易也注施讀曰移又施施自得貌又扁扁喜恱貌孟子施施從外來音怡又如字又音異又見寘紙韻
1,,2,支,17,夷,1,栘,唐棣也
1,,2,支,17,夷,1,匜,盥水洗手器有柄可以注水似羹魁柄中有道左傳奉匜沃盥又紙韻
1,,2,支,17,夷,1,椸,榻前幾一曰衣架爾雅竿謂之椸
1,,2,支,17,夷,1,扅,扊扅門關戶扃
1,,2,支,17,夷,1,袲,廣韻宋地名又紙哿寘韻
1,,2,支,17,夷,1,酏,飲也周禮有酏飲注酏今之粥又飲也酒也內則黍酏又飲也謂粥稀者之清也又先紙韻
1,,2,支,17,夷,1,暆,暆暆日行
1,,2,支,17,夷,1,蛇,委蛇自得亦作虵佗迤迆陀左傳引詩委蛇委蛇謂從者也杜預曰委蛇順貌言人臣自公門入私門無不順禮從順也又蜲蛇澤鬼名紫衣而朱冠又歌遮韻
1,,2,支,17,夷,1,佗,漢任光邳肜贊委佗還旋行貌又歌個韻
1,,2,支,17,夷,1,迤,同上又歌紙韻
1,,2,支,17,夷,1,陀,韓愈詩逶陀結糾又歌韻
1,,2,支,17,夷,1,貤,移與爵賞又寘韻
1,,2,支,17,夷,1,鉹,涼州呼甑說文曲鉹也一曰鬵鼎又紙韻
1,,2,支,17,夷,1,𠗺,冰室
1,,2,支,17,夷,1,簃,樓閣邊小屋
1,,2,支,17,夷,1,䔟,草萎䔟
1,,2,支,17,夷,1,沂,水出泰山論語浴乎沂又眞韻
1,22b,2,支,17,夷,1,凒,凒凒霜雪貌
1,,2,支,17,夷,1,飴,餳也
1,,2,支,17,夷,1,頤,頷也養也卦名說文作[臣]宧史籀作[]
1,,2,支,17,夷,1,宧,爾雅室東北隅說文養也
1,,2,支,17,夷,1,台,我也說文說也又皆韻
1,,2,支,17,夷,1,貽,遺也貺也又寘韻
1,,2,支,17,夷,1,詒,贈言也遺也說文相欺詒也通作貽詩詒厥孫謀又誒詒疑疾莊子誒詒數日注懈倦貌一雲失魂魄貌又解寘泰韻
1,,2,支,17,夷,1,異,舉也退也已也又欺辭堯典異哉孔氏王氏音怡又寘韻
1,,2,支,17,夷,1,圯,楚謂橋為圯從已矣之已與圮不同圮從人己之己
1,,2,支,17,夷,1,瓵,爾雅甌瓿謂之瓵郭璞曰瓵甊小罌長沙謂之瓵
1,,2,支,17,夷,1,怡,說樂亦作台怠又泰韻
1,,2,支,17,夷,1,怠,同上又鳥名莊子東海有鳥焉其名曰意怠又解泰韻
1,,2,支,17,夷,1,眙,舉目貌又盱眙楚州縣又寘韻
1,,2,支,17,夷,1,訑,拒人貌孟子訑訑之聲音顔色
1,,2,支,18,奇,1,奇,渠宜切異也詭也又離奇盤戾貌鄒陽傳輪囷離奇
1,,2,支,18,奇,1,騎,跨也又寘韻
1,,2,支,18,奇,1,錡,三足釜又鑿屬詩又缺我錡又紙韻
1,,2,支,18,奇,1,琦,玉名一曰玩也
1,,2,支,18,奇,1,碕,典岸又作隑
1,,2,支,18,奇,1,祈,地神亦作示又安也大也易無只悔見上
1,,2,支,18,奇,1,示,同上从亍从八亍音注偏旁从[示]者俗作礻又寘韻
1,23a,2,支,18,奇,1,祁,大也又舒遲詩被之祁祁爾雅徐也又太原縣名又與圻同又姓
1,,2,支,18,奇,1,岐,山名亦作𨙸又路岐爾雅二達謂之岐旁郭曰岐道旁出也亦作伎又意有所知也詩克岐克嶷又州名又姓古有岐伯
1,,2,支,18,奇,1,𨙸,漢匈奴傳秦襄公伐戎至𨙸師古曰𨙸古岐字
1,,2,支,18,奇,1,歧,本音舉綺切歧首也廣韻玉篇收作路歧字漢張堪傳麥秀兩歧謂一莖兩穂如路歧之二達也
1,,2,支,18,奇,1,跂,足多指漢匈奴傳注凡有足者曰跂行亦作伎
1,,2,支,18,奇,1,伎,同上詩維足伎伎又舒散也又紙寘韻
1,,2,支,18,奇,1,蚑,蟲行貌又長蚑蠨蛸別名又霽韻
1,,2,支,18,奇,1,軝,車長轂也
1,,2,支,18,奇,1,忯,愛也
1,,2,支,18,奇,1,疧,病也亦作疷祗又薺韻
1,,2,支,18,奇,1,疷,詩俾我疷兮又薺韻
1,,2,支,18,奇,1,祗,詩台者之來俾我祗兮
1,,2,支,18,奇,1,芪,芪母藥草
1,,2,支,18,奇,1,其,指物之辭
1,,2,支,18,奇,1,期,信也防也限也約也又八達謂之崇期
1,,2,支,18,奇,1,棊,弈子本作棋
1,,2,支,18,奇,1,棋,左傳不如弈棋又曰舉棋不定
1,,2,支,18,奇,1,旗,旂常之總名又熊虎為旗漢制鹵簿鸞旗在前屬車在後
1,,2,支,18,奇,1,淇,水出河內列子作綦
1,,2,支,18,奇,1,琪,玉名
1,23b,2,支,18,奇,1,𤪌,弁飾禮部作[]
1,,2,支,18,奇,1,璂,同上周禮玉璂象邸
1,,2,支,18,奇,1,綦,青黒文又履下飾又極也荀子君綦貴詩綦巾蒼白色又寘韻
1,,2,支,18,奇,1,鶀,小鴈史記好射鶀鴈廣韻作防
1,,2,支,18,奇,1,蘄,草名又地名又求也荀子跨天下而無蘄又馬銜三都賦結駟方蘄又真韻
1,,2,支,18,奇,1,祺,祥也又齊韻
1,,2,支,18,奇,1,麒,仁獸似鹿牡曰麒牝曰麟
1,,2,支,18,奇,1,騏,馬青驪色
1,,2,支,18,奇,1,蜝,彭蜝似蟹亦作蜞晉蔡謨食之殆死
1,,2,支,18,奇,1,萁,豆莖
1,,2,支,18,奇,1,耆,長也老也左傳強也禮記音義雲至也言至老境也曲禮六十曰耆指使釋名耆指也不從力役指事使人也又紙寘韻
1,,2,支,18,奇,1,愭,恭也
1,,2,支,18,奇,1,鰭,魚脊
1,,2,支,18,奇,1,鬐,馬鬣
1,,2,支,18,奇,1,祈,求也爾雅告叫也郭璞曰祈祭者叫呼而請事也亦作蘄又徐也亦作祁从示从斤示音祈俗作礻又渠希切
1,,2,支,18,奇,1,頎,長貌詩碩人其頎又軫韻
1,,2,支,18,奇,1,旂,周禮交龍為旂爾雅有鈴為旂
1,,2,支,18,奇,1,畿,天子寰內地亦作圻漢刑法志畿方千里又門閫詩薄送我畿韓愈詩白石為門畿
1,,2,支,18,奇,1,圻,左傳天子之地一圻書圻父詩作祁父漢毛萇傳曰圻祁畿同又真韻作祁字其音同上又徐也
1,,2,支,18,奇,1,崎,曲岸亦作埼隑碕又齊韻
1,24a,2,支,18,奇,1,埼,相如賦激堆埼張揖曰埼曲岸頭也
1,,2,支,18,奇,1,隑,哀二世賦臨曲江之隑洲兮師古曰曲岸頭曰隑字作隑即碕字耳音鉅依切俗作隑又泰韻
1,,2,支,18,奇,1,肵,盛心舌之俎
1,,2,支,18,奇,1,幾,近也易月幾望孟子幾千人矣漢書幾敗乃公事文帝防致刑措貢禹傳幾且千嵗皆有兩音唐書文景化幾三王無音又雕防禮記丹漆雕幾之美又曰車不雕防鄭康成曰附纒曰防幾謂漆飾圻堮也
1,,2,支,18,奇,1,俟,万俟覆姓
1,,2,支,19,羲,1,羲,虛宜切太昊氏又曰包犧庖犧炮犧莊子作伏戲又重黎之後曰羲和又姓羲仲之後也說文氣也從義從兮
1,,2,支,19,羲,1,犧,牲也祭天地宗廟曰犧卜得吉曰牲色純曰犧亦曰牷又伏犧太昊又酒尊又歌韻
1,,2,支,19,羲,1,獻,漢王莽傳黃帝建華蓋立鬥獻師古音犧謂鬥魁及杓末如勺之形又歌霰韻
1,,2,支,19,羲,1,戲,同上又嗚戲嘆辭又大將之旗曰戲韓信傳可致戲下又吁為切與麾字同又見寘韻
1,,2,支,19,羲,1,曦,日光
1,,2,支,19,羲,1,𣟵,蠡也杓也
1,,2,支,19,羲,1,巇,山險又罅隙揚子巇可抵乎
1,,2,支,19,羲,1,僖,樂也謚法小心畏忌曰僖亦作釐魯僖公漢志作釐
1,24b,2,支,19,羲,1,嬉,戲也亦作娭又美也游也又紙寘韻
1,,2,支,19,羲,1,娭,漢安世樂神來宴娭師古曰戲也相如賦吾欲往乎南娭又曰泛濫水娭兮揚雄賦羣娭乎其中又倉頡篇雲婦人賤稱
1,,2,支,19,羲,1,嘻,噫嘻有所多大之聲又嘆聲
1,,2,支,19,羲,1,熹,炙也盛也熾也亦作熺又諡法有功安人曰熹
1,,2,支,19,羲,1,禧,福也吉也亦作釐熙
1,,2,支,19,羲,1,釐,文帝紀祠官祝釐如淳曰福也師古曰本作禧假借用郊祀歌嫗神蕃釐甘泉賦逆釐三神竝福也又與僖同魯釐公魏安釐王是也賈誼傳上方受釐宣室徐廣曰祭祀福胙也應劭曰祭余肉也漢儀注祭天地五畤皇帝不自行祠還致福釐師古曰釐福也又齊韻皆韻
1,,2,支,19,羲,1,醯,酢也廣韻俗作防
1,,2,支,19,羲,1,䤈,唐書來俊臣傳以防灌鼻
1,,2,支,19,羲,1,熙,同上漢安世房中歌熙事備成師古曰熙與禧同又廣也和也爾稚興也說文燥也又熙熙和樂貌方言作巸雲喜也
1,,2,支,19,羲,1,譆,痛聲
1,,2,支,19,羲,1,希,止也望也少也散也施也罕也又與睎同又紙韻
1,,2,支,19,羲,1,稀,疏也少也亦作希
1,,2,支,19,羲,1,俙,依俙彷彿也又紙韻
1,,2,支,19,羲,1,睎,觀也望也視也眄也慕也方言東齊青徐之間謂眄曰睎通作希公孫傳希世用事注希觀相也晉虞溥傳希顔之徒
1,25a,2,支,19,羲,1,欷,歔欷漢馮衍論忠臣過故墟而歔欷又寘韻
1,,2,支,19,羲,1,唏,韓愈送區弘詩獨子之節可嘆唏注與欷同哀而不泣又紙寘韻
1,,2,支,19,羲,1,晞,乾也燥也明不明之際也方言晞防也東齊北燕海岱之郊謂之晞
1,,2,支,19,羲,1,鵗,北方雉又紙韻
1,,2,支,19,羲,1,豨,豕也又紙韻
1,,2,支,19,羲,1,㕧,唸㕧呻也亦作屎廣韻作[户欠]
1,,2,支,19,羲,1,屎,詩民之方殿屎又紙韻
1,,2,支,20,伊,1,伊,於宜切因也水名又惟也又彼也又姓
1,,2,支,20,伊,1,猗,同上切嘆辭亦作欹詩猗與那與又美盛貌詩緑竹猗猗又長也美也漢武紀猗與偉與詩有實其猗注長也箋倚也又猗于[]丘注加也說文犗犬也又紙哿韻
1,,2,支,20,伊,1,欹,嘆辭亦作猗從奇從欠欠去劒切說文凡由口出者皆從欠若吹歌欷歔歐嘆之類是也與傾敧字不同
1,,2,支,20,伊,1,禕,美也珍也又嘆辭亦作猗與褘字不同禕从示褘从衣
1,,2,支,20,伊,1,椅,廣韻木名梓實桐皮又紙韻
1,,2,支,20,伊,1,旖,廣韻旖旎旗舒貌又紙韻
1,,2,支,20,伊,1,漪,同上切水文亦作猗河水清且漣漪
1,25b,2,支,20,伊,1,洢,水名書作伊
1,,2,支,20,伊,1,咿,強笑語貌楚辭喔咿嚅唲
1,,2,支,20,伊,1,黟,黒木又縣名
1,,2,支,20,伊,1,衣,衣服上曰衣下曰裳又寘韻
1,,2,支,20,伊,1,依,凴也據也附也又紙韻
1,,2,支,20,伊,1,醫,療也亦作毉說文巫彭初作醫又紙韻
1,,2,支,20,伊,1,噫,恨聲噫嘻毛雲嘆也鄭注禮記噫不寤之聲亦作譩意懿又泰韻
1,,2,支,20,伊,1,譩,廣韻忿也又痛聲又紙韻
1,,2,支,20,伊,1,意,詩噫嘻字又作意韓信傳意烏猝嗟又寘陌韻
1,,2,支,20,伊,1,懿,詩懿厥哲婦注懿有所傷痛之聲音於其反沈又如字又寘韻
1,,2,支,20,伊,1,鷖,鳧屬詩鳧鷖在涇
1,,2,支,20,伊,1,繄,青黒繒又語助也惟也是也亦作翳又寘韻
1,,2,支,20,伊,1,翳,廣韻蔽也又隱也彰也羽葆也又惟也是也唐劉幽求傳翳幽求是賴與繄同又寘屑韻
1,,2,支,20,伊,1,㙠,塵埃又寘韻
1,,2,支,20,伊,1,䃜,美石黒色
1,,2,支,20,伊,1,瑿,黒玉舊注美石黒色誤
1,,2,支,20,伊,1,黳,黒也亦作鷖周禮王后安車雕面鷖總注青黒色
1,,2,支,21,詞,1,詞,詳茲切言也請也說也告也說文意內而言外也通作辭篆文作防
1,,2,支,21,詞,1,辭,同上又理獄爭訟又卻不受也俗作辭
1,,2,支,21,詞,1,辤,不受籀文作辝通作辭說文从受从辛辛宜不受也此為辤受字經史多用辭字後人亦借為言辤字楊脩傳絶妙好辤
1,26a,2,支,21,詞,1,辞,佩觿集曰辭亂從舌其蕪累有如此者然循用既久今亦不廢
1,,2,支,21,詞,1,祠,祭也周禮以春祠享先王說者曰品物少文詞多之謂祠禮記春曰礿夏曰禘說者雲此言夏商禮求福曰禱得求曰祠
1,,2,支,21,詞,1,柌,鎌柄
1,,2,支,22,微,1,微,無非切細也少也衰也眇也賤也也又太微少微星名又無也論語微管仲中從[]從一從兒兒音人轉作微俗作防
1,,2,支,22,微,1,薇,苦盆又白薇藥名薔薇花名
1,,2,支,22,微,1,溦,浽溦小雨浽音綏
1,,2,支,22,微,1,惟,謀也思也又専辭毛曰惟字有是為之惟書濟河惟兗州之類是也有思惟之惟書惟其始詩載謀載惟之類是也有惟獨之惟書惟王不邇聲色之類是也又夷隹切
1,,2,支,22,微,1,維,系也絡也方隅也又系船維纜也車蓋維綱又太嵗在己曰屠維毛曰凡防書年月必以維字發之亦取紀年系年之義歟漢世或用惟字平帝防龔勝致仕曰惟元始二年是又有是惟之義蓋詩中維字亦有是惟之義如其釣維何其蔌維何之類是也又夷佳切又東送二韻
1,,2,支,22,微,1,唯,専辭又夷隹切又賄韻
1,26b,2,支,22,微,1,濰,水在琅邪又夷隹切
1,,2,支,22,微,1,帷,三禮圖在上曰防四旁及上曰帷上下四旁悉周曰幄張良運籌帷幄又於龜切又灰韻
1,,2,支,23,肥,1,肥,符非切肥腯多肉也爾雅歸異出同曰肥詩我思肥泉又國名左傳晉荀吳滅肥又水名後人加水作淝
1,,2,支,23,肥,1,淝,合淝在廬江
1,,2,支,23,肥,1,腓,脛腨易咸其腓又倚也詩小人所腓又病也詩百卉具腓又避也詩牛羊腓字之又寘韻
1,,2,支,23,肥,1,痱,風病又賄寘韻
1,,2,支,23,肥,1,厞,隱也又寘韻
1,,2,支,24,霏,1,霏,芳微切雨雪雰貌
1,,2,支,24,霏,1,菲,芳菲茂貌亦芴也相如賦鬱鬱菲菲又蒠菜韓愈送區弘詩我念前人譬葑菲作平聲押又紙寘韻
1,,2,支,24,霏,1,馡,馡馡香氣相如賦作菲菲
1,,2,支,24,霏,1,妃,嬪御之貴者次於後又隊韻
1,,2,支,24,霏,1,騑,說文驂旁馬又馬行貌詩四牡騑騑
1,,2,支,24,霏,1,匪,禮記少儀車馬之美匪匪翼翼又真紙韻
1,,2,支,24,霏,1,非,責也違也訾也間也不是也案篆文析朱為非則是古緋字借為是非之非又與誹同鼂錯傳非謗不治注非讀曰誹誹有三音則非謗亦同又紙寘韻
1,,2,支,24,霏,1,誹,非議又紙寘韻
1,,2,支,24,霏,1,扉,戶扇爾雅闔謂之扉
1,,2,支,24,霏,1,緋,絳色
1,27a,2,支,24,霏,1,裶,曳衣貌相如賦衯衯裶裶亦作裴
1,,2,支,24,霏,1,裴,同上又漢魏郡有即裴縣又灰韻
1,,2,支,24,霏,1,餥,餱食方言陳楚之間相謁食麥饘曰餥
1,,2,支,24,霏,1,飛,飛翔亦作蜚又六飛六馬也
1,,2,支,24,霏,1,蜚,莊子蜚大屋司馬相如傳蜚英聲又紙寘韻
1,,2,支,24,霏,1,騛,馬逸足
1,,3,齊,1,齊,1,齊,前西切整也莊也等也好也又疾也詩仲山甫徂齊又正也詩人之齊聖鄭雲中正通知之人也楊倞曰齊無偏頗也又國名又姓又見下又支皆薺霽四韻
1,,3,齊,1,齊,1,臍,肚臍古作齊左傳後君噬齊
1,,3,齊,1,齊,1,蠐,蠐螬蟲詩領如蝤蠐
1,,3,齊,2,西,1,西,先齊切說文鳥在巢上日在西方而鳥西故以為東西之西篆作[]象形今作西與覀字不同覀音亞漢律歴志少隂者西方西遷也隂氣遷落物於時為秋又先韻
1,,3,齊,2,西,1,栖,禽鳥所防皆謂之棲亦作棲又榻也孟子二嫂使治朕棲又防也選詩輕露棲叢菊又棲棲猶皇皇也又霽韻
1,27b,3,齊,2,西,1,棲,同上古作西又棲遲息也詩可以棲遲又棲棲簡閱貌詩六月棲棲
1,,3,齊,2,西,1,捿,幽捿幽居也與棲同謝靈運詩恣此永幽捿
1,,3,齊,2,西,1,嘶,馬鳴又聲破日嘶
1,,3,齊,2,西,1,犀,獸名毛如豕蹏有三甲頭如馬有三角鼻上角短額上頭上角長又瓠瓣詩齒如瓠犀
1,,3,齊,2,西,1,屖,堅也漢馮奉世傳器不屖利亦通作犀說文屖遟也亦作棲又瓠屖亦作遟古以犀兕為甲故謂堅為屖
1,,3,齊,2,西,1,遟,遲[]久安也雄賦靈遟[]兮遟音棲[]音遲又支寘二韻
1,,3,齊,2,西,1,撕,提撕
1,,3,齊,2,西,1,凘,解冰又支寘二韻
1,,3,齊,2,西,1,澌,聲破與嘶同周禮內饔注沙澌也音嘶又水索也盡也又支寘二韻
1,,3,齊,3,妻,1,妻,千西切齊也與已齊也亦作雌又霽韻
1,,3,齊,3,妻,1,雌,莊子猿徧狚以為雌又支韻
1,,3,齊,3,妻,1,萋,草盛又與緀同詩萋兮斐兮
1,,3,齊,3,妻,1,淒,雲雨起貌又寒風詩淒其以風本作淒
1,,3,齊,3,妻,1,凄,廣韻寒也
1,,3,齊,3,妻,1,悽,悲痛
1,,3,齊,3,妻,1,霋,霽也
1,,3,齊,3,妻,1,緀,帛文貌又緀斐文章相錯貌說文引詩緀兮斐兮又薺韻
1,,3,齊,4,齎,1,齎,牋西切待也付也遺也裝也送也俗作賫又嘆聲易賫咨涕洟又支韻
1,,3,齊,4,齎,1,躋,登也升也亦作隮齊
1,28a,3,齊,4,齎,1,隮,詩朝隮於西
1,,3,齊,4,齎,1,齊,記地氣上齊又見前
1,,3,齊,4,齎,1,懠,疑也又霽韻
1,,3,齊,4,齎,1,擠,排也推也又霽薺韻
1,,3,齊,4,齎,1,齏,[]也姜蒜為之又碎也和也亂也制也亦作[束次韭]
1,,3,齊,4,齎,1,[束次韭],同上又利也莊子[束次韭]萬物而不為義
1,,3,齊,5,氐,1,氐,都黎切防名又戎種又薺霽二韻
1,,3,齊,5,氐,1,低,髙低
1,,3,齊,5,氐,1,隄,防也塘也岸也亦作堤
1,,3,齊,5,氐,1,堤,又薺韻堤本上聲無平聲後人相承作平聲用佩觿集曰堤滯之堤為隄防其順非有如此者
1,,3,齊,5,氐,1,詆,訶也又薺韻
1,,3,齊,5,氐,1,柢,廣韻木根亦作氐又薺霽二韻
1,,3,齊,5,氐,1,羝,牡羊
1,,3,齊,5,氐,1,[],染繒黒石又人名漢金日防亦作碑
1,,3,齊,5,氐,1,碑,同上晉段匹碑又支韻
1,,3,齊,5,氐,1,鞮,鞮鞪胄也又戎種記西方曰狄鞮通作氐又鞮鞻四夷樂說文曰作趧[]又銅鞮春秋時晉離宮名又見下
1,,3,齊,6,梯,1,梯,天黎切文木階也又見下
1,,3,齊,6,梯,1,[],[]防似鳧而小膏可塗刀文選注作[]鵜
1,,3,齊,6,梯,1,鵜,同上亦作鷉
1,,3,齊,6,梯,1,鷉,爾雅鷉一名須鸁注防鷉膏中瑩刀
1,,3,齊,6,梯,1,睇,視也又霽韻
1,28b,3,齊,7,題,1,題,杜兮切說文頟也記雕題交趾又書題品題題目又椽頭以玉飾曰琁題玉題一曰璧璫又霽韻
1,,3,齊,7,題,1,睼,迎視也逺視也坐見也
1,,3,齊,7,題,1,啼,號也泣也鳴也古作嗁亦作諦謕
1,,3,齊,7,題,1,嗁,漢五行志豕人立而嗁
1,,3,齊,7,題,1,諦,荀子哭泣諦號注音啼引管子豕人立而諦又霽韻
1,,3,齊,7,題,1,謕,漢嚴助傳孤子謕號又霽韻
1,,3,齊,7,題,1,提,挈也舉也舉四封之內而計之曰提封又浮屠所居謂之招提又與媞同詩好人提提又支霽二韻
1,,3,齊,7,題,1,媞,媞媞安貌一曰美好又舒緩亦作偍又紙韻
1,,3,齊,7,題,1,偍,荀子難進曰偍
1,,3,齊,7,題,1,禔,安福又支韻
1,,3,齊,7,題,1,褆,衣厚褆褆又紙韻
1,,3,齊,7,題,1,綈,厚繒
1,,3,齊,7,題,1,鴺,鳥名左思賦鷩鴺山棲
1,,3,齊,7,題,1,緹,帛丹黃色周禮注緹衣古兵服之遺色纁也漢官儀執金吾緹騎二百人又薺韻
1,,3,齊,7,題,1,罤,兔網亦作蹄
1,,3,齊,7,題,1,蹄,足也又兎網莊子音義兎弶也系其腳故曰蹄古作蹏
1,,3,齊,7,題,1,蹏,同上又赫蹏紙名趙飛燕傳赫蹏書孟康曰蹏猶地也染紙素令赤而書之鄧展曰赫音防牆之防應劭曰赫蹏薄小紙也亦作防
1,,3,齊,7,題,1,㡗,[][]赤紙一曰帷也
1,29a,3,齊,7,題,1,鞮,單革履又見上
1,,3,齊,7,題,1,䬾,餹䬾餌也
1,,3,齊,7,題,1,䨑,霽雲
1,,3,齊,7,題,1,桋,女桑廣韻木之長條又支韻
1,,3,齊,7,題,1,稊,似稗布地生亦作苐
1,,3,齊,7,題,1,苐,莊子在苐稗本又作梯
1,,3,齊,7,題,1,梯,木稚易枯楊生梯字書多作稊誤
1,,3,齊,7,題,1,荑,卉木初生貌又初生茅詩手如柔荑又荑桑又支韻
1,,3,齊,7,題,1,鵜,鵜鶘水鳥爾雅鵜鴮鸅又見上
1,,3,齊,7,題,1,締,結不解又霽韻
1,,3,齊,7,題,1,銻,鎕銻火齊
1,,3,齊,7,題,1,𧋘,陸璣草木疏蝘一名蛁蟟青徐謂之螇螰楚人名之蟪蛄秦謂之蛥蚗或名之蜒蚞郭璞曰俗呼胡蟬江南謂之螗𧋘
1,,3,齊,7,題,1,瑅,玉名
1,,3,齊,7,題,1,騠,駃騠駿馬
1,,3,齊,7,題,1,鶗,廣韻鶗鴂子規也亦作[]鷤又霽韻
1,,3,齊,7,題,1,鮧,魚名
1,,3,齊,7,題,1,踶,廣韻小蹋謂之踶又躗也莊子怒則分背相踶有兩音又霽韻
1,,3,齊,7,題,1,折,折折安舒貌記吉事欲其折折爾又屑韻寘韻
1,,3,齊,8,泥,1,泥,年題切水和土又水名爾雅水潦所止曰泥丘又杇也又薺霽二韻
1,,3,齊,8,泥,1,臡,肉醬雜骨曰臡周禮鹿臡麋臡
1,,3,齊,8,泥,1,尼,孔子字仲尼又和也說文從後近也
1,,3,齊,8,泥,1,怩,忸怩心慙又質韻
